time,alive_grass,alive_herbivores,alive_predators,herbivore_hp_pool,predator_hp_pool,predator_mana,herbivore_mana,total_creature_mana,corpse_mana,field_mana,attack_gain,magic_gain,grass_gain,field_gain,corpse_gain,mana_spent,death_release,expected_phase_ups
150.0,100,0,10,0.0,550.0,4182.5,0.0,4182.5,0.0,2500.0,1050.0,0.0,0.0,1901.0,0.0,367.5000000000001,3401.0,0.7500000000000001
151.0,100,0,10,0.0,550.0,4192.5,0.0,4192.5,0.0,2490.0,1050.0,0.0,0.0,1911.0,0.0,367.5000000000001,3401.0,0.7500000000000001
152.0,100,0,10,0.0,550.0,4202.5,0.0,4202.5,0.0,2480.0,1050.0,0.0,0.0,1921.0,0.0,367.5000000000001,3401.0,0.7500000000000001
153.0,100,0,10,0.0,550.0,4212.5,0.0,4212.5,0.0,2470.0,1050.0,0.0,0.0,1931.0,0.0,367.5000000000001,3401.0,0.7500000000000001
154.0,100,0,10,0.0,550.0,4222.5,0.0,4222.5,0.0,2460.0,1050.0,0.0,0.0,1941.0,0.0,367.5000000000001,3401.0,0.7500000000000001
155.0,100,0,10,0.0,550.0,4232.5,0.0,4232.5,0.0,2450.0,1050.0,0.0,0.0,1951.0,0.0,367.5000000000001,3401.0,0.7500000000000001
156.0,100,0,10,0.0,550.0,4242.5,0.0,4242.5,0.0,2440.0,1050.0,0.0,0.0,1961.0,0.0,367.5000000000001,3401.0,0.7500000000000001
157.0,100,0,10,0.0,550.0,4252.5,0.0,4252.5,0.0,2430.0,1050.0,0.0,0.0,1971.0,0.0,367.5000000000001,3401.0,0.7500000000000001
158.0,100,0,10,0.0,550.0,4262.5,0.0,4262.5,0.0,2420.0,1050.0,0.0,0.0,1981.0,0.0,367.5000000000001,3401.0,0.7500000000000001
159.0,100,0,10,0.0,550.0,4272.5,0.0,4272.5,0.0,2410.0,1050.0,0.0,0.0,1991.0,0.0,367.5000000000001,3401.0,0.7500000000000001
160.0,100,0,10,0.0,550.0,4282.5,0.0,4282.5,0.0,2400.0,1050.0,0.0,0.0,2001.0,0.0,367.5000000000001,3401.0,0.8000000000000002
161.0,100,0,10,0.0,550.0,4292.5,0.0,4292.5,0.0,2390.0,1050.0,0.0,0.0,2011.0,0.0,367.5000000000001,3401.0,0.8000000000000002
162.0,100,0,10,0.0,550.0,4302.5,0.0,4302.5,0.0,2380.0,1050.0,0.0,0.0,2021.0,0.0,367.5000000000001,3401.0,0.8000000000000002
163.0,100,0,10,0.0,550.0,4312.5,0.0,4312.5,0.0,2370.0,1050.0,0.0,0.0,2031.0,0.0,367.5000000000001,3401.0,0.8000000000000002
164.0,100,0,10,0.0,550.0,4322.5,0.0,4322.5,0.0,2360.0,1050.0,0.0,0.0,2041.0,0.0,367.5000000000001,3401.0,0.8000000000000002
165.0,100,0,10,0.0,550.0,4332.5,0.0,4332.5,0.0,2350.0,1050.0,0.0,0.0,2051.0,0.0,367.5000000000001,3401.0,0.8000000000000002
166.0,100,0,10,0.0,550.0,4342.5,0.0,4342.5,0.0,2340.0,1050.0,0.0,0.0,2061.0,0.0,367.5000000000001,3401.0,0.8000000000000002
167.0,100,0,10,0.0,550.0,4352.5,0.0,4352.5,0.0,2330.0,1050.0,0.0,0.0,2071.0,0.0,367.5000000000001,3401.0,0.8000000000000002
168.0,100,0,10,0.0,550.0,4362.5,0.0,4362.5,0.0,2320.0,1050.0,0.0,0.0,2081.0,0.0,367.5000000000001,3401.0,0.8000000000000002
169.0,100,0,10,0.0,550.0,4372.5,0.0,4372.5,0.0,2310.0,1050.0,0.0,0.0,2091.0,0.0,367.5000000000001,3401.0,0.8000000000000002
170.0,100,0,10,0.0,550.0,4382.5,0.0,4382.5,0.0,2300.0,1050.0,0.0,0.0,2101.0,0.0,367.5000000000001,3401.0,0.8500000000000002
171.0,100,0,10,0.0,550.0,4392.5,0.0,4392.5,0.0,2290.0,1050.0,0.0,0.0,2111.0,0.0,367.5000000000001,3401.0,0.8500000000000002
172.0,100,0,10,0.0,550.0,4402.5,0.0,4402.5,0.0,2280.0,1050.0,0.0,0.0,2121.0,0.0,367.5000000000001,3401.0,0.8500000000000002
173.0,100,0,10,0.0,550.0,4412.5,0.0,4412.5,0.0,2270.0,1050.0,0.0,0.0,2131.0,0.0,367.5000000000001,3401.0,0.8500000000000002
174.0,100,0,10,0.0,550.0,4422.5,0.0,4422.5,0.0,2260.0,1050.0,0.0,0.0,2141.0,0.0,367.5000000000001,3401.0,0.8500000000000002
175.0,100,0,10,0.0,550.0,4432.5,0.0,4432.5,0.0,2250.0,1050.0,0.0,0.0,2151.0,0.0,367.5000000000001,3401.0,0.8500000000000002
176.0,100,0,10,0.0,550.0,4442.5,0.0,4442.5,0.0,2240.0,1050.0,0.0,0.0,2161.0,0.0,367.5000000000001,3401.0,0.8500000000000002
177.0,100,0,10,0.0,550.0,4452.5,0.0,4452.5,0.0,2230.0,1050.0,0.0,0.0,2171.0,0.0,367.5000000000001,3401.0,0.8500000000000002
178.0,100,0,10,0.0,550.0,4462.5,0.0,4462.5,0.0,2220.0,1050.0,0.0,0.0,2181.0,0.0,367.5000000000001,3401.0,0.8500000000000002
179.0,100,0,10,0.0,550.0,4472.5,0.0,4472.5,0.0,2210.0,1050.0,0.0,0.0,2191.0,0.0,367.5000000000001,3401.0,0.8500000000000002
180.0,100,0,10,0.0,550.0,4482.5,0.0,4482.5,0.0,2200.0,1050.0,0.0,0.0,2201.0,0.0,367.5000000000001,3401.0,0.9000000000000002
181.0,100,0,10,0.0,550.0,4492.5,0.0,4492.5,0.0,2190.0,1050.0,0.0,0.0,2211.0,0.0,367.5000000000001,3401.0,0.9000000000000002
182.0,100,0,10,0.0,550.0,4502.5,0.0,4502.5,0.0,2180.0,1050.0,0.0,0.0,2221.0,0.0,367.5000000000001,3401.0,0.9000000000000002
183.0,100,0,10,0.0,550.0,4512.5,0.0,4512.5,0.0,2170.0,1050.0,0.0,0.0,2231.0,0.0,367.5000000000001,3401.0,0.9000000000000002
184.0,100,0,10,0.0,550.0,4522.5,0.0,4522.5,0.0,2160.0,1050.0,0.0,0.0,2241.0,0.0,367.5000000000001,3401.0,0.9000000000000002
185.0,100,0,10,0.0,550.0,4532.5,0.0,4532.5,0.0,2150.0,1050.0,0.0,0.0,2251.0,0.0,367.5000000000001,3401.0,0.9000000000000002
186.0,100,0,10,0.0,550.0,4542.5,0.0,4542.5,0.0,2140.0,1050.0,0.0,0.0,2261.0,0.0,367.5000000000001,3401.0,0.9000000000000002
187.0,100,0,10,0.0,550.0,4552.5,0.0,4552.5,0.0,2130.0,1050.0,0.0,0.0,2271.0,0.0,367.5000000000001,3401.0,0.9000000000000002
188.0,100,0,10,0.0,550.0,4562.5,0.0,4562.5,0.0,2120.0,1050.0,0.0,0.0,2281.0,0.0,367.5000000000001,3401.0,0.9000000000000002
189.0,100,0,10,0.0,550.0,4572.5,0.0,4572.5,0.0,2110.0,1050.0,0.0,0.0,2291.0,0.0,367.5000000000001,3401.0,0.9000000000000002
190.0,100,0,10,0.0,550.0,4582.5,0.0,4582.5,0.0,2100.0,1050.0,0.0,0.0,2301.0,0.0,367.5000000000001,3401.0,0.9500000000000003
191.0,100,0,10,0.0,550.0,4592.5,0.0,4592.5,0.0,2090.0,1050.0,0.0,0.0,2311.0,0.0,367.5000000000001,3401.0,0.9500000000000003
192.0,100,0,10,0.0,550.0,4602.5,0.0,4602.5,0.0,2080.0,1050.0,0.0,0.0,2321.0,0.0,367.5000000000001,3401.0,0.9500000000000003
193.0,100,0,10,0.0,550.0,4612.5,0.0,4612.5,0.0,2070.0,1050.0,0.0,0.0,2331.0,0.0,367.5000000000001,3401.0,0.9500000000000003
194.0,100,0,10,0.0,550.0,4622.5,0.0,4622.5,0.0,2060.0,1050.0,0.0,0.0,2341.0,0.0,367.5000000000001,3401.0,0.9500000000000003
195.0,100,0,10,0.0,550.0,4632.5,0.0,4632.5,0.0,2050.0,1050.0,0.0,0.0,2351.0,0.0,367.5000000000001,3401.0,0.9500000000000003
196.0,100,0,10,0.0,550.0,4642.5,0.0,4642.5,0.0,2040.0,1050.0,0.0,0.0,2361.0,0.0,367.5000000000001,3401.0,0.9500000000000003
197.0,100,0,10,0.0,550.0,4652.5,0.0,4652.5,0.0,2030.0,1050.0,0.0,0.0,2371.0,0.0,367.5000000000001,3401.0,0.9500000000000003
198.0,100,0,10,0.0,550.0,4662.5,0.0,4662.5,0.0,2020.0,1050.0,0.0,0.0,2381.0,0.0,367.5000000000001,3401.0,0.9500000000000003
199.0,100,0,10,0.0,550.0,4672.5,0.0,4672.5,0.0,2010.0,1050.0,0.0,0.0,2391.0,0.0,367.5000000000001,3401.0,0.9500000000000003
200.0,100,0,10,0.0,550.0,4682.5,0.0,4682.5,0.0,2000.0,1050.0,0.0,0.0,2401.0,0.0,367.5000000000001,3401.0,1.0000000000000002
201.0,100,0,10,0.0,550.0,4692.5,0.0,4692.5,0.0,1990.0,1050.0,0.0,0.0,2411.0,0.0,367.5000000000001,3401.0,1.0000000000000002
202.0,100,0,10,0.0,550.0,4702.5,0.0,4702.5,0.0,1980.0,1050.0,0.0,0.0,2421.0,0.0,367.5000000000001,3401.0,1.0000000000000002
203.0,100,0,10,0.0,550.0,4712.5,0.0,4712.5,0.0,1970.0,1050.0,0.0,0.0,2431.0,0.0,367.5000000000001,3401.0,1.0000000000000002
204.0,100,0,10,0.0,550.0,4722.5,0.0,4722.5,0.0,1960.0,1050.0,0.0,0.0,2441.0,0.0,367.5000000000001,3401.0,1.0000000000000002
205.0,100,0,10,0.0,550.0,4732.5,0.0,4732.5,0.0,1950.0,1050.0,0.0,0.0,2451.0,0.0,367.5000000000001,3401.0,1.0000000000000002
206.0,100,0,10,0.0,550.0,4742.5,0.0,4742.5,0.0,1940.0,1050.0,0.0,0.0,2461.0,0.0,367.5000000000001,3401.0,1.0000000000000002
207.0,100,0,10,0.0,550.0,4752.5,0.0,4752.5,0.0,1930.0,1050.0,0.0,0.0,2471.0,0.0,367.5000000000001,3401.0,1.0000000000000002
208.0,100,0,10,0.0,550.0,4762.5,0.0,4762.5,0.0,1920.0,1050.0,0.0,0.0,2481.0,0.0,367.5000000000001,3401.0,1.0000000000000002
209.0,100,0,10,0.0,550.0,4772.5,0.0,4772.5,0.0,1910.0,1050.0,0.0,0.0,2491.0,0.0,367.5000000000001,3401.0,1.0000000000000002
210.0,100,0,10,0.0,550.0,4782.5,0.0,4782.5,0.0,1900.0,1050.0,0.0,0.0,2501.0,0.0,367.5000000000001,3401.0,1.0500000000000003
211.0,100,0,10,0.0,550.0,4792.5,0.0,4792.5,0.0,1890.0,1050.0,0.0,0.0,2511.0,0.0,367.5000000000001,3401.0,1.0500000000000003
212.0,100,0,10,0.0,550.0,4802.5,0.0,4802.5,0.0,1880.0,1050.0,0.0,0.0,2521.0,0.0,367.5000000000001,3401.0,1.0500000000000003
213.0,100,0,10,0.0,550.0,4812.5,0.0,4812.5,0.0,1870.0,1050.0,0.0,0.0,2531.0,0.0,367.5000000000001,3401.0,1.0500000000000003
214.0,100,0,10,0.0,550.0,4822.5,0.0,4822.5,0.0,1860.0,1050.0,0.0,0.0,2541.0,0.0,367.5000000000001,3401.0,1.0500000000000003
215.0,100,0,10,0.0,550.0,4832.5,0.0,4832.5,0.0,1850.0,1050.0,0.0,0.0,2551.0,0.0,367.5000000000001,3401.0,1.0500000000000003
216.0,100,0,10,0.0,550.0,4842.5,0.0,4842.5,0.0,1840.0,1050.0,0.0,0.0,2561.0,0.0,367.5000000000001,3401.0,1.0500000000000003
217.0,100,0,10,0.0,550.0,4852.5,0.0,4852.5,0.0,1830.0,1050.0,0.0,0.0,2571.0,0.0,367.5000000000001,3401.0,1.0500000000000003
218.0,100,0,10,0.0,550.0,4862.5,0.0,4862.5,0.0,1820.0,1050.0,0.0,0.0,2581.0,0.0,367.5000000000001,3401.0,1.0500000000000003
219.0,100,0,10,0.0,550.0,4872.5,0.0,4872.5,0.0,1810.0,1050.0,0.0,0.0,2591.0,0.0,367.5000000000001,3401.0,1.0500000000000003
220.0,100,0,10,0.0,550.0,4882.5,0.0,4882.5,0.0,1800.0,1050.0,0.0,0.0,2601.0,0.0,367.5000000000001,3401.0,1.1000000000000003
221.0,100,0,10,0.0,550.0,4892.5,0.0,4892.5,0.0,1790.0,1050.0,0.0,0.0,2611.0,0.0,367.5000000000001,3401.0,1.1000000000000003
222.0,100,0,10,0.0,550.0,4902.5,0.0,4902.5,0.0,1780.0,1050.0,0.0,0.0,2621.0,0.0,367.5000000000001,3401.0,1.1000000000000003
223.0,100,0,10,0.0,550.0,4912.5,0.0,4912.5,0.0,1770.0,1050.0,0.0,0.0,2631.0,0.0,367.5000000000001,3401.0,1.1000000000000003
224.0,100,0,10,0.0,550.0,4922.5,0.0,4922.5,0.0,1760.0,1050.0,0.0,0.0,2641.0,0.0,367.5000000000001,3401.0,1.1000000000000003
225.0,100,0,10,0.0,550.0,4932.5,0.0,4932.5,0.0,1750.0,1050.0,0.0,0.0,2651.0,0.0,367.5000000000001,3401.0,1.1000000000000003
226.0,100,0,10,0.0,550.0,4942.5,0.0,4942.5,0.0,1740.0,1050.0,0.0,0.0,2661.0,0.0,367.5000000000001,3401.0,1.1000000000000003
227.0,100,0,10,0.0,550.0,4952.5,0.0,4952.5,0.0,1730.0,1050.0,0.0,0.0,2671.0,0.0,367.5000000000001,3401.0,1.1000000000000003
228.0,100,0,10,0.0,550.0,4962.5,0.0,4962.5,0.0,1720.0,1050.0,0.0,0.0,2681.0,0.0,367.5000000000001,3401.0,1.1000000000000003
229.0,100,0,10,0.0,550.0,4972.5,0.0,4972.5,0.0,1710.0,1050.0,0.0,0.0,2691.0,0.0,367.5000000000001,3401.0,1.1000000000000003
230.0,100,0,10,0.0,550.0,4982.5,0.0,4982.5,0.0,1700.0,1050.0,0.0,0.0,2701.0,0.0,367.5000000000001,3401.0,1.1500000000000004
231.0,100,0,10,0.0,550.0,4992.5,0.0,4992.5,0.0,1690.0,1050.0,0.0,0.0,2711.0,0.0,367.5000000000001,3401.0,1.1500000000000004
232.0,100,0,10,0.0,550.0,5002.5,0.0,5002.5,0.0,1680.0,1050.0,0.0,0.0,2721.0,0.0,367.5000000000001,3401.0,1.1500000000000004
233.0,100,0,10,0.0,550.0,5012.5,0.0,5012.5,0.0,1670.0,1050.0,0.0,0.0,2731.0,0.0,367.5000000000001,3401.0,1.1500000000000004
234.0,100,0,10,0.0,550.0,5022.5,0.0,5022.5,0.0,1660.0,1050.0,0.0,0.0,2741.0,0.0,367.5000000000001,3401.0,1.1500000000000004
235.0,100,0,10,0.0,550.0,5032.5,0.0,5032.5,0.0,1650.0,1050.0,0.0,0.0,2751.0,0.0,367.5000000000001,3401.0,1.1500000000000004
236.0,100,0,10,0.0,550.0,5042.5,0.0,5042.5,0.0,1640.0,1050.0,0.0,0.0,2761.0,0.0,367.5000000000001,3401.0,1.1500000000000004
237.0,100,0,10,0.0,550.0,5052.5,0.0,5052.5,0.0,1630.0,1050.0,0.0,0.0,2771.0,0.0,367.5000000000001,3401.0,1.1500000000000004
238.0,100,0,10,0.0,550.0,5062.5,0.0,5062.5,0.0,1620.0,1050.0,0.0,0.0,2781.0,0.0,367.5000000000001,3401.0,1.1500000000000004
239.0,100,0,10,0.0,550.0,5072.5,0.0,5072.5,0.0,1610.0,1050.0,0.0,0.0,2791.0,0.0,367.5000000000001,3401.0,1.1500000000000004
240.0,100,0,10,0.0,550.0,5082.5,0.0,5082.5,0.0,1600.0,1050.0,0.0,0.0,2801.0,0.0,367.5000000000001,3401.0,1.2000000000000004
241.0,100,0,10,0.0,550.0,5092.5,0.0,5092.5,0.0,1590.0,1050.0,0.0,0.0,2811.0,0.0,367.5000000000001,3401.0,1.2000000000000004
242.0,100,0,10,0.0,550.0,5102.5,0.0,5102.5,0.0,1580.0,1050.0,0.0,0.0,2821.0,0.0,367.5000000000001,3401.0,1.2000000000000004
243.0,100,0,10,0.0,550.0,5112.5,0.0,5112.5,0.0,1570.0,1050.0,0.0,0.0,2831.0,0.0,367.5000000000001,3401.0,1.2000000000000004
244.0,100,0,10,0.0,550.0,5122.5,0.0,5122.5,0.0,1560.0,1050.0,0.0,0.0,2841.0,0.0,367.5000000000001,3401.0,1.2000000000000004
245.0,100,0,10,0.0,550.0,5132.5,0.0,5132.5,0.0,1550.0,1050.0,0.0,0.0,2851.0,0.0,367.5000000000001,3401.0,1.2000000000000004
246.0,100,0,10,0.0,550.0,5142.5,0.0,5142.5,0.0,1540.0,1050.0,0.0,0.0,2861.0,0.0,367.5000000000001,3401.0,1.2000000000000004
247.0,100,0,10,0.0,550.0,5152.5,0.0,5152.5,0.0,1530.0,1050.0,0.0,0.0,2871.0,0.0,367.5000000000001,3401.0,1.2000000000000004
248.0,100,0,10,0.0,550.0,5162.5,0.0,5162.5,0.0,1520.0,1050.0,0.0,0.0,2881.0,0.0,367.5000000000001,3401.0,1.2000000000000004
249.0,100,0,10,0.0,550.0,5172.5,0.0,5172.5,0.0,1510.0,1050.0,0.0,0.0,2891.0,0.0,367.5000000000001,3401.0,1.2000000000000004
250.0,100,0,10,0.0,550.0,5182.5,0.0,5182.5,0.0,1500.0,1050.0,0.0,0.0,2901.0,0.0,367.5000000000001,3401.0,1.2500000000000004
251.0,100,0,10,0.0,550.0,5192.5,0.0,5192.5,0.0,1490.0,1050.0,0.0,0.0,2911.0,0.0,367.5000000000001,3401.0,1.2500000000000004
252.0,100,0,10,0.0,550.0,5202.5,0.0,5202.5,0.0,1480.0,1050.0,0.0,0.0,2921.0,0.0,367.5000000000001,3401.0,1.2500000000000004
253.0,100,0,10,0.0,550.0,5212.5,0.0,5212.5,0.0,1470.0,1050.0,0.0,0.0,2931.0,0.0,367.5000000000001,3401.0,1.2500000000000004
254.0,100,0,10,0.0,550.0,5222.5,0.0,5222.5,0.0,1460.0,1050.0,0.0,0.0,2941.0,0.0,367.5000000000001,3401.0,1.2500000000000004
255.0,100,0,10,0.0,550.0,5232.5,0.0,5232.5,0.0,1450.0,1050.0,0.0,0.0,2951.0,0.0,367.5000000000001,3401.0,1.2500000000000004
256.0,100,0,10,0.0,550.0,5242.5,0.0,5242.5,0.0,1440.0,1050.0,0.0,0.0,2961.0,0.0,367.5000000000001,3401.0,1.2500000000000004
257.0,100,0,10,0.0,550.0,5252.5,0.0,5252.5,0.0,1430.0,1050.0,0.0,0.0,2971.0,0.0,367.5000000000001,3401.0,1.2500000000000004
258.0,100,0,10,0.0,550.0,5262.5,0.0,5262.5,0.0,1420.0,1050.0,0.0,0.0,2981.0,0.0,367.5000000000001,3401.0,1.2500000000000004
259.0,100,0,10,0.0,550.0,5272.5,0.0,5272.5,0.0,1410.0,1050.0,0.0,0.0,2991.0,0.0,367.5000000000001,3401.0,1.2500000000000004
260.0,100,0,10,0.0,550.0,5282.5,0.0,5282.5,0.0,1400.0,1050.0,0.0,0.0,3001.0,0.0,367.5000000000001,3401.0,1.3000000000000005
261.0,100,0,10,0.0,550.0,5292.5,0.0,5292.5,0.0,1390.0,1050.0,0.0,0.0,3011.0,0.0,367.5000000000001,3401.0,1.3000000000000005
262.0,100,0,10,0.0,550.0,5302.5,0.0,5302.5,0.0,1380.0,1050.0,0.0,0.0,3021.0,0.0,367.5000000000001,3401.0,1.3000000000000005
263.0,100,0,10,0.0,550.0,5312.5,0.0,5312.5,0.0,1370.0,1050.0,0.0,0.0,3031.0,0.0,367.5000000000001,3401.0,1.3000000000000005
264.0,100,0,10,0.0,550.0,5322.5,0.0,5322.5,0.0,1360.0,1050.0,0.0,0.0,3041.0,0.0,367.5000000000001,3401.0,1.3000000000000005
265.0,100,0,10,0.0,550.0,5332.5,0.0,5332.5,0.0,1350.0,1050.0,0.0,0.0,3051.0,0.0,367.5000000000001,3401.0,1.3000000000000005
266.0,100,0,10,0.0,550.0,5342.5,0.0,5342.5,0.0,1340.0,1050.0,0.0,0.0,3061.0,0.0,367.5000000000001,3401.0,1.3000000000000005
267.0,100,0,10,0.0,550.0,5352.5,0.0,5352.5,0.0,1330.0,1050.0,0.0,0.0,3071.0,0.0,367.5000000000001,3401.0,1.3000000000000005
268.0,100,0,10,0.0,550.0,5362.5,0.0,5362.5,0.0,1320.0,1050.0,0.0,0.0,3081.0,0.0,367.5000000000001,3401.0,1.3000000000000005
269.0,100,0,10,0.0,550.0,5372.5,0.0,5372.5,0.0,1310.0,1050.0,0.0,0.0,3091.0,0.0,367.5000000000001,3401.0,1.3000000000000005
270.0,100,0,10,0.0,550.0,5382.5,0.0,5382.5,0.0,1300.0,1050.0,0.0,0.0,3101.0,0.0,367.5000000000001,3401.0,1.3500000000000005
271.0,100,0,10,0.0,550.0,5392.5,0.0,5392.5,0.0,1290.0,1050.0,0.0,0.0,3111.0,0.0,367.5000000000001,3401.0,1.3500000000000005
272.0,100,0,10,0.0,550.0,5402.5,0.0,5402.5,0.0,1280.0,1050.0,0.0,0.0,3121.0,0.0,367.5000000000001,3401.0,1.3500000000000005
273.0,100,0,10,0.0,550.0,5412.5,0.0,5412.5,0.0,1270.0,1050.0,0.0,0.0,3131.0,0.0,367.5000000000001,3401.0,1.3500000000000005
274.0,100,0,10,0.0,550.0,5422.5,0.0,5422.5,0.0,1260.0,1050.0,0.0,0.0,3141.0,0.0,367.5000000000001,3401.0,1.3500000000000005
275.0,100,0,10,0.0,550.0,5432.5,0.0,5432.5,0.0,1250.0,1050.0,0.0,0.0,3151.0,0.0,367.5000000000001,3401.0,1.3500000000000005
276.0,100,0,10,0.0,550.0,5442.5,0.0,5442.5,0.0,1240.0,1050.0,0.0,0.0,3161.0,0.0,367.5000000000001,3401.0,1.3500000000000005
277.0,100,0,10,0.0,550.0,5452.5,0.0,5452.5,0.0,1230.0,1050.0,0.0,0.0,3171.0,0.0,367.5000000000001,3401.0,1.3500000000000005
278.0,100,0,10,0.0,550.0,5462.5,0.0,5462.5,0.0,1220.0,1050.0,0.0,0.0,3181.0,0.0,367.5000000000001,3401.0,1.3500000000000005
279.0,100,0,10,0.0,550.0,5472.5,0.0,5472.5,0.0,1210.0,1050.0,0.0,0.0,3191.0,0.0,367.5000000000001,3401.0,1.3500000000000005
280.0,100,0,10,0.0,550.0,5482.5,0.0,5482.5,0.0,1200.0,1050.0,0.0,0.0,3201.0,0.0,367.5000000000001,3401.0,1.4000000000000006
281.0,100,0,10,0.0,550.0,5492.5,0.0,5492.5,0.0,1190.0,1050.0,0.0,0.0,3211.0,0.0,367.5000000000001,3401.0,1.4000000000000006
282.0,100,0,10,0.0,550.0,5502.5,0.0,5502.5,0.0,1180.0,1050.0,0.0,0.0,3221.0,0.0,367.5000000000001,3401.0,1.4000000000000006
283.0,100,0,10,0.0,550.0,5512.5,0.0,5512.5,0.0,1170.0,1050.0,0.0,0.0,3231.0,0.0,367.5000000000001,3401.0,1.4000000000000006
284.0,100,0,10,0.0,550.0,5522.5,0.0,5522.5,0.0,1160.0,1050.0,0.0,0.0,3241.0,0.0,367.5000000000001,3401.0,1.4000000000000006
285.0,100,0,10,0.0,550.0,5532.5,0.0,5532.5,0.0,1150.0,1050.0,0.0,0.0,3251.0,0.0,367.5000000000001,3401.0,1.4000000000000006
286.0,100,0,10,0.0,550.0,5542.5,0.0,5542.5,0.0,1140.0,1050.0,0.0,0.0,3261.0,0.0,367.5000000000001,3401.0,1.4000000000000006
287.0,100,0,10,0.0,550.0,5552.5,0.0,5552.5,0.0,1130.0,1050.0,0.0,0.0,3271.0,0.0,367.5000000000001,3401.0,1.4000000000000006
288.0,100,0,10,0.0,550.0,5562.5,0.0,5562.5,0.0,1120.0,1050.0,0.0,0.0,3281.0,0.0,367.5000000000001,3401.0,1.4000000000000006
289.0,100,0,10,0.0,550.0,5572.5,0.0,5572.5,0.0,1110.0,1050.0,0.0,0.0,3291.0,0.0,367.5000000000001,3401.0,1.4000000000000006
290.0,100,0,10,0.0,550.0,5582.5,0.0,5582.5,0.0,1100.0,1050.0,0.0,0.0,3301.0,0.0,367.5000000000001,3401.0,1.4500000000000006
291.0,100,0,10,0.0,550.0,5592.5,0.0,5592.5,0.0,1090.0,1050.0,0.0,0.0,3311.0,0.0,367.5000000000001,3401.0,1.4500000000000006
292.0,100,0,10,0.0,550.0,5602.5,0.0,5602.5,0.0,1080.0,1050.0,0.0,0.0,3321.0,0.0,367.5000000000001,3401.0,1.4500000000000006
293.0,100,0,10,0.0,550.0,5612.5,0.0,5612.5,0.0,1070.0,1050.0,0.0,0.0,3331.0,0.0,367.5000000000001,3401.0,1.4500000000000006
294.0,100,0,10,0.0,550.0,5622.5,0.0,5622.5,0.0,1060.0,1050.0,0.0,0.0,3341.0,0.0,367.5000000000001,3401.0,1.4500000000000006
295.0,100,0,10,0.0,550.0,5632.5,0.0,5632.5,0.0,1050.0,1050.0,0.0,0.0,3351.0,0.0,367.5000000000001,3401.0,1.4500000000000006
296.0,100,0,10,0.0,550.0,5642.5,0.0,5642.5,0.0,1040.0,1050.0,0.0,0.0,3361.0,0.0,367.5000000000001,3401.0,1.4500000000000006
297.0,100,0,10,0.0,550.0,5652.5,0.0,5652.5,0.0,1030.0,1050.0,0.0,0.0,3371.0,0.0,367.5000000000001,3401.0,1.4500000000000006
298.0,100,0,10,0.0,550.0,5662.5,0.0,5662.5,0.0,1020.0,1050.0,0.0,0.0,3381.0,0.0,367.5000000000001,3401.0,1.4500000000000006
299.0,100,0,10,0.0,550.0,5672.5,0.0,5672.5,0.0,1010.0,1050.0,0.0,0.0,3391.0,0.0,367.5000000000001,3401.0,1.4500000000000006
300.0,100,0,10,0.0,550.0,5682.5,0.0,5682.5,0.0,1000.0,1050.0,0.0,0.0,3401.0,0.0,367.5000000000001,3401.0,1.5000000000000007
301.0,100,0,10,0.0,550.0,5692.5,0.0,5692.5,0.0,990.0,1050.0,0.0,0.0,3411.0,0.0,367.5000000000001,3401.0,1.5000000000000007
302.0,100,0,10,0.0,550.0,5702.5,0.0,5702.5,0.0,980.0,1050.0,0.0,0.0,3421.0,0.0,367.5000000000001,3401.0,1.5000000000000007
303.0,100,0,10,0.0,550.0,5712.5,0.0,5712.5,0.0,970.0,1050.0,0.0,0.0,3431.0,0.0,367.5000000000001,3401.0,1.5000000000000007
304.0,100,0,10,0.0,550.0,5722.5,0.0,5722.5,0.0,960.0,1050.0,0.0,0.0,3441.0,0.0,367.5000000000001,3401.0,1.5000000000000007
305.0,100,0,10,0.0,550.0,5732.5,0.0,5732.5,0.0,950.0,1050.0,0.0,0.0,3451.0,0.0,367.5000000000001,3401.0,1.5000000000000007
306.0,100,0,10,0.0,550.0,5742.5,0.0,5742.5,0.0,940.0,1050.0,0.0,0.0,3461.0,0.0,367.5000000000001,3401.0,1.5000000000000007
307.0,100,0,10,0.0,550.0,5752.5,0.0,5752.5,0.0,930.0,1050.0,0.0,0.0,3471.0,0.0,367.5000000000001,3401.0,1.5000000000000007
308.0,100,0,10,0.0,550.0,5762.5,0.0,5762.5,0.0,920.0,1050.0,0.0,0.0,3481.0,0.0,367.5000000000001,3401.0,1.5000000000000007
309.0,100,0,10,0.0,550.0,5772.5,0.0,5772.5,0.0,910.0,1050.0,0.0,0.0,3491.0,0.0,367.5000000000001,3401.0,1.5000000000000007
310.0,100,0,10,0.0,550.0,5782.5,0.0,5782.5,0.0,900.0,1050.0,0.0,0.0,3501.0,0.0,367.5000000000001,3401.0,1.5500000000000007
311.0,100,0,10,0.0,550.0,5792.5,0.0,5792.5,0.0,890.0,1050.0,0.0,0.0,3511.0,0.0,367.5000000000001,3401.0,1.5500000000000007
312.0,100,0,10,0.0,550.0,5802.5,0.0,5802.5,0.0,880.0,1050.0,0.0,0.0,3521.0,0.0,367.5000000000001,3401.0,1.5500000000000007
